# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Plivo
# Property: *.plivo.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20260114
# End date: 20260413
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/active-phone-numbers/,15017,559,26.864042933810374,256.7191413237925,52524,0,0
/accounts/login/,9384,1308,7.174311926605505,55.34709480122324,32618,0,0
/dashboard/,8487,887,9.568207440811724,100.35174746335964,31714,0,0
/voice/logs/calls/,6287,321,19.585669781931465,286.7943925233645,21709,0,0
/login/verify_otp/,5608,1028,5.455252918287938,125.43774319066148,16918,0,0
/voice/overview/,4397,600,7.328333333333333,61.291666666666664,15196,0,0
/payments/,3730,443,8.419864559819413,145.38148984198645,14166,0,0
/sms/reporting/,3200,530,6.037735849056604,51.06981132075472,10852,0,0
/sms/logs/messages/,3012,330,9.127272727272727,222.5060606060606,10964,0,0
/voice/applications/,1877,194,9.675257731958762,88.57731958762886,6790,0,0
/voice/logs/recordings/,1745,137,12.737226277372264,169.5036496350365,6994,0,0
/phone-numbers/search/,1569,251,6.250996015936255,235.48605577689244,5909,0,0
/sms/10dlc/campaigns/,1330,77,17.272727272727273,208.71428571428572,4297,0,0
/account/profile/,1261,294,4.289115646258503,27.38095238095238,4383,0,0
/docs/home,1261,303,4.161716171617162,55.87458745874587,3070,0,0
/zentrunk/dashboard/,1243,197,6.309644670050761,54.95939086294416,4556,0,0
/zentrunk/logs/calls/,1058,85,12.447058823529412,192.7058823529412,4022,0,0
/pricing/,784,359,2.183844011142061,60.8050139275766,1928,0,0
/phlo/list/,760,160,4.75,33.99375,2658,0,0
/voice/endpoints/,755,81,9.320987654320987,75.54320987654322,2636,0,0
/zentrunk/inbound-trunks/,752,85,8.847058823529412,111.52941176470588,2676,0,0
/verify/,722,241,2.995850622406639,48.66390041493776,2142,0,0
/login/authenticator-app/,695,92,7.554347826086956,85.83695652173913,2042,0,0
/payments/history/,656,212,3.0943396226415096,40.16981132075472,2447,0,0
/payments/usage/,636,216,2.9444444444444446,40.157407407407405,2352,0,0
/whatsapp/whatsapp_business_account/,576,163,3.5337423312883436,50,2111,0,0
/sms/logs/debug/,568,89,6.382022471910112,68.98876404494382,1244,0,0
/account/users/,565,151,3.7417218543046356,79.72847682119205,2093,0,0
/sms/10dlc/brands/,549,57,9.631578947368421,83.94736842105263,1792,0,0
/lookup/dashboard/,536,181,2.9613259668508287,38.10497237569061,1984,0,0
/sms/applications/,515,92,5.5978260869565215,51.5,1730,0,0
/zentrunk/trunks/,508,88,5.7727272727272725,76.7159090909091,1892,0,0
/request-trial/,501,260,1.926923076923077,35.815384615384616,1281,0,0
/subaccounts/,498,140,3.557142857142857,54.9,1774,0,0
/port-in/,466,42,11.095238095238095,93.64285714285714,1421,0,0
/zentrunk/trunk-uri/,456,53,8.60377358490566,192.9056603773585,1687,0,0
/whatsapp/logs/messages/,437,43,10.162790697674419,225,1733,0,0
/sms/logs/messages/latest/,433,121,3.5785123966942147,23.677685950413224,1467,0,0
/docs/voice/quickstart/quickstart,414,141,2.9361702127659575,51.09219858156028,1148,0,0
/phone-numbers/compliance-application/,412,77,5.35064935064935,126.33766233766234,1597,0,0
/payments/manage/,411,145,2.8344827586206898,51.39310344827586,1533,0,0
/sms/10dlc/profiles/,399,75,5.32,48.14666666666667,1336,0,0
/docs/voice/troubleshooting/hangup-causes,386,61,6.327868852459017,157.72131147540983,1808,0,0
/account/auth-token/generate/,362,131,2.763358778625954,28.96946564885496,1270,0,0
/sms/10dlc/tollfree_verification/,347,51,6.803921568627451,75.6470588235294,1205,0,0
/payments/profile/,346,158,2.189873417721519,21.60126582278481,1238,0,0
/payments/settings/,311,155,2.0064516129032257,47.6,1171,0,0
/voice/app/filter/,291,37,7.864864864864865,61.24324324324324,955,0,0
/verify/overview/,264,100,2.64,20.05,820,0,0
/sms/sender_id/,255,63,4.0476190476190474,69.7936507936508,929,0,0
/user/profile/,252,130,1.9384615384615385,26.1,761,0,0
/contact/sales/,237,118,2.0084745762711864,48.94915254237288,655,0,0
/sms/overview/,235,110,2.1363636363636362,24.37272727272727,535,0,0
/phlo/logs/,233,39,5.9743589743589745,79.35897435897436,789,0,0
/voice/pricing/in/,231,83,2.783132530120482,34.74698795180723,463,0,0
/docs/voice/api/calls,218,65,3.353846153846154,199.12307692307692,991,0,0
/voice/applications/phlo/,209,73,2.863013698630137,26.246575342465754,770,0,0
/accounts/ip-whitelist/,198,56,3.5357142857142856,69.33928571428571,595,0,0
/sms/10dlc/brand/,196,22,8.909090909090908,59.13636363636363,603,0,0
/phone-numbers/byoc/numbers/,193,28,6.892857142857143,43.642857142857146,580,0,0
/verify/logs/,192,25,7.68,101.8,609,0,0
/docs/messaging/troubleshooting/error-codes,189,52,3.6346153846153846,36.05769230769231,539,0,0
/sms/pricing/us/,187,67,2.791044776119403,77.94029850746269,407,0,0
/unrented-phone-numbers/,178,65,2.7384615384615385,21.015384615384615,534,0,0
/zentrunk/ip-groups/,176,41,4.2926829268292686,65.02439024390245,668,0,0
/account/password/change/,173,84,2.0595238095238093,56.654761904761905,649,0,0
/pending-phone-numbers/,170,82,2.073170731707317,17.182926829268293,514,0,0
/docs/sip-trunking,166,55,3.018181818181818,97.21818181818182,475,0,0
/sms/settings/geo-permissions/,166,62,2.6774193548387095,102.11290322580645,615,0,0
/sms/pricing/in/,161,41,3.926829268292683,33.31707317073171,297,0,0
/sso/auth/,151,87,1.735632183908046,13.954022988505747,461,0,0
/voice/settings/geo-permissions/,150,60,2.5,102.1,547,0,0
/sms/10dlc/campaign/CCB6C4E/,149,1,149,714,413,0,0
/port-in/order/create/,148,19,7.7894736842105265,591.6842105263158,453,0,0
/docs/messaging/quickstart/quickstart,144,70,2.057142857142857,34.3,413,0,0
/docs/voice-agents/audio-streaming/overview,137,76,1.8026315789473684,42.78947368421053,354,0,0
/zentrunk/geo-permissions/,136,35,3.8857142857142857,164.02857142857144,549,0,0
/docs/voice/concepts/ip-address-whitelisting,130,31,4.193548387096774,117.2258064516129,397,0,0
/sms/10dlc/dashboard/nobrands/,129,28,4.607142857142857,41,450,0,0
/sms/10dlc/tollfree_verification/create/,128,35,3.657142857142857,274.85714285714283,440,0,0
/virtual-phone-numbers/pricing/in/,127,30,4.233333333333333,90.13333333333334,265,0,0
/voice/settings/callinsights/,127,75,1.6933333333333334,26.84,460,0,0
/voice/pricing/us/,123,42,2.9285714285714284,60.166666666666664,231,0,0
/sms/app/filter/,122,13,9.384615384615385,55.53846153846154,529,0,0
/sms/powerpacks/,121,24,5.041666666666667,60.166666666666664,401,0,0
/docs/numbers,119,55,2.1636363636363636,42.54545454545455,338,0,0
/voice/applications/add/,118,59,2,64.50847457627118,441,0,0
/phone-numbers/settings/,116,73,1.5890410958904109,12.452054794520548,345,0,0
/platform/ai-agents/,113,57,1.9824561403508771,31.649122807017545,268,0,0
/sms/10dlc/campaign/CWOKE8K/,113,1,113,520,323,0,0
/accounts/password/reset/,111,60,1.85,14.6,340,0,0
/docs/aiagent/getstarted/overview,111,48,2.3125,28.125,291,0,0
/blog/google-stitch-revolutionizing-ui-design-with-ai/,110,93,1.1827956989247312,16.365591397849464,424,0,0
/whatsapp-message/overview/,109,43,2.5348837209302326,38.97674418604651,259,0,0
/docs/voice/xml/routing,108,32,3.375,130.78125,328,0,0
/zentrunk/auth-groups/,106,45,2.3555555555555556,38.4,393,0,0
/sms/10dlc/profile/register/,104,41,2.5365853658536586,206.90243902439025,379,0,0
/docs/messaging/api/overview,102,28,3.642857142857143,77.32142857142857,263,0,0
/blog/,101,22,4.590909090909091,60.68181818181818,262,0,0
/sms/applications/phlo/,101,40,2.525,16.8,371,0,0
/zentrunk/inbound/create,101,39,2.58974358974359,128.5897435897436,364,0,0
/docs/voice/sdk/browser/overview,100,30,3.3333333333333335,74.5,296,0,0
/accounts/password/reset/done/,99,57,1.736842105263158,14.964912280701755,299,0,0
/virtual-phone-numbers/,96,48,2,21.25,232,0,0
/voice/settings/other/,96,56,1.7142857142857142,30.535714285714285,358,0,0
/whatsapp/logs/debug/,96,22,4.363636363636363,23.045454545454547,250,0,0
/docs/messaging/api/10dlc/profile,94,18,5.222222222222222,143.83333333333334,305,0,0
/ai/,91,71,1.2816901408450705,29.985915492957748,215,0,0
/sip-trunking/,90,47,1.9148936170212767,25.74468085106383,230,0,0
/phone-numbers/logs/,89,44,2.022727272727273,18.045454545454547,267,0,0
/sms/coverage/,89,23,3.869565217391304,7,124,0,0
/verify/applications/,86,38,2.263157894736842,14.5,310,0,0
/voice/applications/edit/12273670080612033/,85,1,85,1031,235,0,0
/docs/voice/concepts/callbacks,84,26,3.230769230769231,49.69230769230769,218,0,0
/sms/coverage/in/,84,14,6,125.07142857142857,195,0,0
/docs/messaging/concepts/sender-id-usage,81,6,13.5,141.5,338,0,0
/docs/messaging/a2p-10dlc/registration-guidelines,77,20,3.85,90.25,210,0,0
/sms/10dlc/campaign/CWOKE8K/numbers/,77,1,77,485,231,0,0
/docs/voice/api/multiparty-calls,76,17,4.470588235294118,305.2352941176471,421,0,0
/legal/privacy/,76,45,1.6888888888888889,11.733333333333333,213,0,0
/docs/messaging/api/messages,75,33,2.272727272727273,42.72727272727273,199,0,0
/voice/settings/push-credentials/,75,31,2.4193548387096775,19.032258064516128,266,0,0
/sms/settings/destination-number-validation/,74,46,1.608695652173913,56.5,275,0,0
/docs/numbers/phone-numbers,73,36,2.0277777777777777,75.52777777777777,254,0,0
/docs/faq/messaging/messaging-api,71,35,2.0285714285714285,38.17142857142857,182,0,0
/docs/voice/concepts/india-calling,71,28,2.5357142857142856,32.107142857142854,214,0,0
/contact/support/,70,10,7,73.1,209,0,0
/voice/pricing/US/,70,51,1.3725490196078431,26.84313725490196,272,0,0
/legal/tos/,69,25,2.76,51.08,174,0,0
/trunk/outbound/create/,69,32,2.15625,115.21875,255,0,0
/phone-numbers/byoc/,68,34,2,17.764705882352942,207,0,0
/docs/account/api/overview,67,26,2.576923076923077,17.307692307692307,204,0,0
/voice/applications/edit/74990770975418274/,67,1,67,960,262,0,0
/docs/faq/numbers/porting,66,2,33,637,143,0,0
/voice/settings/alerts/,66,29,2.2758620689655173,15.96551724137931,255,0,0
/sms/sender_id/create/,64,25,2.56,184.88,235,0,0
/voice/endpoints/add/,64,24,2.6666666666666665,102.45833333333333,232,0,0
/sms/settings/delivery-alerts/,63,40,1.575,22.725,223,0,0
